Default,LOAN,MORTDUE,VALUE,REASON,Reason_D,JOB,Mgr_D,Office_D,Prof_D,Sales_D,Self_D,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,18300,90099,118545,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,140.5158506,3,18,38.89923169
0,18300,31427,60249,DebtCon,0,Other,0,0,0,0,0,16,0,0,110.5522774,0,18,40.00125599
0,18300,73510,95132,DebtCon,0,Mgr,1,0,0,0,0,0,0,0,86.68429575,0,17,25.24404629
0,18300,93728,153093,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,109.3371059,0,16,36.21398749
0,18300,68096,99051,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,85.8431617,0,17,27.63351648
0,18300,68517,97151,HomeImp,1,ProfExe,0,0,1,0,0,7,0,0,77.52181884,0,15,32.00405609
0,18300,12169,93564,HomeImp,1,Other,0,0,0,0,0,13,0,1,274.4813985,0,23,30.26921818
0,18300,67550,95440,DebtCon,0,Office,0,1,0,0,0,3,0,0,154.1501136,0,25,22.85499927
0,18400,68655,94322,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,76.79470126,0,15,32.74121014
0,18400,89101,118748,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,153.849763,2,21,21.76282696
0,18400,65519,89276,DebtCon,0,Other,0,0,0,0,0,0,1,2,123.098552,2,26,36.35420324
1,18400,88352,110216,HomeImp,1,Other,0,0,0,0,0,1,0,0,376.7236428,3,31,47.83067113
0,18400,94280,122172,DebtCon,0,Office,0,1,0,0,0,23,0,0,280.0488336,2,16,33.36352866
0,18400,63569,95729,HomeImp,1,ProfExe,0,0,1,0,0,23,0,0,237.2759487,0,23,38.41536702
0,18400,61049,96397,DebtCon,0,Office,0,1,0,0,0,2,0,0,80.15575717,0,23,35.42557919
0,18400,99902,125249,DebtCon,0,Office,0,1,0,0,0,26,0,0,294.424118,2,16,33.48854738
1,18400,72718,98065,DebtCon,0,Other,0,0,0,0,0,8,0,0,119.0578171,0,19,35.36412843
1,18400,116228,148722,DebtCon,0,Other,0,0,0,0,0,1,0,0,159.1692347,2,25,38.07976182
0,18400,110580,137926,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,93.43274991,0,13,29.11688772
0,18400,83548,111626,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,163.8543934,3,17,37.07811779
0,18400,40673,60418,HomeImp,1,Other,0,0,0,0,0,27,0,0,247.6495789,0,13,24.98029896
0,18400,48970,69559,DebtCon,0,ProfExe,0,0,1,0,0,20,0,0,178.015833,0,23,39.70798807
0,18400,75491,101745,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,279.3700507,1,20,38.75029966
0,18400,62300,95869,DebtCon,0,Other,0,0,0,0,0,2,0,0,172.7591234,1,31,35.18944727
0,18500,57174,91772,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,129.6632166,0,13,28.90447884
0,18500,46555,69186,DebtCon,0,ProfExe,0,0,1,0,0,19,0,0,187.2301325,0,22,38.18814386
0,18500,26389,85552,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,152.0406589,1,21,27.35620808
0,18500,14517,95150,HomeImp,1,Other,0,0,0,0,0,11,0,0,272.0341025,0,22,27.47858304
0,18500,102472,115719,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,120.0902646,0,30,34.24344096
0,18500,10934,66367,DebtCon,0,Sales,0,0,0,1,0,1,0,0,326.5673282,0,5,38.15167101
0,18500,65165,90805,DebtCon,0,Office,0,1,0,0,0,2,0,0,160.7322651,0,25,25.37204765
0,18500,81938,106187,DebtCon,0,ProfExe,0,0,1,0,0,2,0,0,282.9006093,1,21,40.0388411
0,18500,23618,37539,,0,Office,0,1,0,0,0,1,0,0,199.7237771,0,15,36.9827292
0,18500,67686,95949,HomeImp,1,ProfExe,0,0,1,0,0,9,0,0,78.94907069,0,16,31.80824299
0,18500,49367,71485,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,175.3870489,1,42,37.77222165
0,18500,99474,127470,DebtCon,0,Office,0,1,0,0,0,22,0,0,287.0022563,3,16,30.99602763
0,18500,38145,59415,HomeImp,1,Other,0,0,0,0,0,25,0,0,241.8973574,0,14,23.87079226
0,18600,72860,90347,DebtCon,0,Other,0,0,0,0,0,0,1,1,104.0404669,2,26,36.02592528
1,18600,73473,105848,HomeImp,1,Mgr,1,0,0,0,0,9,0,4,186.7128357,1,14,27.64603658
0,18600,84874,115759,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,146.0698108,3,18,39.83431993
0,18600,47199,70134,DebtCon,0,Other,0,0,0,0,0,8,0,0,86.55886014,3,15,43.50793855
1,18600,23850,61808,HomeImp,1,Other,0,0,0,0,0,12,0,0,46.94616405,0,8,40.8529275
0,18600,60709,89683,DebtCon,0,Other,0,0,0,0,0,1,0,0,316.3138584,2,16,43.75656604
0,18600,96993,134785,DebtCon,0,Mgr,1,0,0,0,0,14,0,0,173.897513,2,25,33.36326972
0,18600,100144,153751,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,93.66217049,0,16,34.89273362
0,18600,20915,40098,,0,Office,0,1,0,0,0,2,0,0,213.4505369,0,16,40.25003373
0,18600,38674,63641,HomeImp,1,Other,0,0,0,0,0,23,0,0,245.049372,0,13,25.18098984
0,18600,50167,96312,DebtCon,0,ProfExe,0,0,1,0,0,5,0,0,128.3394339,1,21,36.3773222
0,18600,39783,59196,DebtCon,0,Other,0,0,0,0,0,17,0,0,279.8100665,0,21,29.77480684
0,18600,119741,212530,DebtCon,0,Other,0,0,0,0,0,4,1,0,202.2885776,0,17,27.07376116
0,18600,48711,69611,HomeImp,1,Office,0,1,0,0,0,2,0,0,130.2531337,0,17,33.69118802
1,18600,64248,82690,DebtCon,0,Mgr,1,0,0,0,0,0,1,0,89.18900547,0,23,53.84821989
0,18600,49385,70220,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,229.474919,2,32,30.73139653
0,18600,43438,69441,DebtCon,0,Office,0,1,0,0,0,1,0,0,229.2744494,0,11,35.80007142
0,18600,80970,101244,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,272.882599,2,20,39.80899322
0,18600,15243,172611,HomeImp,1,Mgr,1,0,0,0,0,25,0,0,73.44153854,2,21,29.0958828
1,18600,51936,75278,DebtCon,0,ProfExe,0,0,1,0,0,3,0,0,199.8017542,0,21,36.99564584
0,18700,37883,64763,HomeImp,1,Other,0,0,0,0,0,25,0,0,236.9968365,0,13,23.62120308
0,18700,58498,90135,DebtCon,0,Office,0,1,0,0,0,30,0,0,199.1092723,0,21,33.18223949
0,18700,65458,84639,DebtCon,0,Other,0,0,0,0,0,0,1,2,97.14654403,2,25,33.6906879
1,18700,39441,71345,DebtCon,0,Other,0,0,0,0,0,11,0,4,132.8367575,0,13,27.69164816
0,18700,69954,104510,DebtCon,0,Office,0,1,0,0,0,10,0,0,211.2433112,2,13,33.54985877
0,18700,11886,63762,DebtCon,0,Sales,0,0,0,1,0,0,0,0,315.2604995,0,5,39.67583359
0,18700,47903,63933,HomeImp,1,Office,0,1,0,0,0,3,0,0,120.4180419,1,17,32.97759665
0,18700,136790,178135,DebtCon,0,Mgr,1,0,0,0,0,12,0,0,246.9544197,0,21,30.11861356
0,18700,110292,132953,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,105.4248876,0,14,30.55275232
0,18700,68196,89641,DebtCon,0,Other,0,0,0,0,0,0,2,1,112.9760412,1,26,34.41462163
0,18700,93210,109980,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,145.4859265,2,20,22.49623552
1,18700,70562,91223,DebtCon,0,Other,0,0,0,0,0,27,0,2,112.7103681,4,35,64.2724769
0,18700,66197,83151,HomeImp,1,ProfExe,0,0,1,0,0,12,0,2,157.9459818,0,14,29.3494858
0,18700,66891,94454,DebtCon,0,Office,0,1,0,0,0,0,0,0,160.711282,3,20,32.78419351
1,18700,66003,82410,DebtCon,0,Mgr,1,0,0,0,0,0,1,0,85.77380757,1,23,51.5173853
0,18700,45365,71853,DebtCon,0,Other,0,0,0,0,0,7,0,0,98.45648444,3,15,41.38874759
0,18700,59929,89526,DebtCon,0,Office,0,1,0,0,0,0,0,0,64.45472528,0,22,35.08734865
0,18700,87958,114696,DebtCon,0,Other,0,0,0,0,0,20,0,0,301.9122949,0,17,24.41521969
0,18700,39821,60672,HomeImp,1,Other,0,0,0,0,0,26,0,0,243.868763,0,14,23.35928056
0,18800,110098,120662,DebtCon,0,Other,0,0,0,0,0,0,0,0,122.1698211,1,21,39.32231541
0,18800,77025,103322,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,87.1337221,0,15,33.40589684
0,18800,70102,99841,HomeImp,1,ProfExe,0,0,1,0,0,10,0,0,68.16857287,0,16,32.85379436
1,18800,67666,167619,HomeImp,1,ProfExe,0,0,1,0,0,14,0,0,135.9518082,1,11,47.59052865
0,18800,166737,199303,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,270.8826875,1,38,25.53212879
1,18800,73396,137076,DebtCon,0,Office,0,1,0,0,0,18,0,1,163.5920452,4,20,40.37537241
0,18800,96272,163250,DebtCon,0,Mgr,1,0,0,0,0,2,0,0,204.4925859,1,19,37.86835539
0,18800,98582,122597,HomeImp,1,Mgr,1,0,0,0,0,1,0,0,307.5247903,1,20,39.39416893
0,18800,7739,65181,DebtCon,0,Sales,0,0,0,1,0,0,0,0,315.2308975,0,6,37.98355778
0,18800,66562,90325,DebtCon,0,Other,0,0,0,0,0,0,1,1,112.9032622,2,25,33.16227148
0,18800,91731,125902,DebtCon,0,Office,0,1,0,0,0,24,0,0,276.7274249,2,16,32.29430401
0,18800,22782,60590,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,198.8763955,0,13,30.32992999
0,18800,88828,116683,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,141.841398,1,20,21.67927834
0,18900,127269,203737,HomeImp,1,ProfExe,0,0,1,0,0,14,0,0,206.2000368,0,21,36.27285836
0,18900,87081,115165,DebtCon,0,Other,0,0,0,0,0,13,0,0,120.4621862,1,8,34.40037656
0,18900,83474,104133,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,109.9887849,1,24,38.86401954
0,18900,34583,59247,DebtCon,0,Other,0,0,0,0,0,15,0,0,89.34062711,0,17,39.99018836
0,18900,91784,117626,DebtCon,0,Other,0,0,0,0,0,21,0,0,280.1234728,0,16,25.67302186
0,18900,87657,117577,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,142.466495,2,19,39.96618165
1,18900,51075,78045,DebtCon,0,Office,0,1,0,0,0,2,1,5,74.09119603,1,15,42.1982822
0,18900,39727,68477,DebtCon,0,Office,0,1,0,0,0,11,0,2,134.2798423,0,22,40.42119971
0,18900,55238,112776,DebtCon,0,ProfExe,0,0,1,0,0,16,0,0,251.5493924,0,19,25.7694999
0,18900,123206,205608,DebtCon,0,Other,0,0,0,0,0,4,0,0,201.3023718,0,17,27.52750202
0,18900,100416,161147,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,216.0970496,1,18,38.46049988
0,18900,44605,65489,DebtCon,0,ProfExe,0,0,1,0,0,15,0,0,189.0084559,0,23,38.57108327
1,18900,61429,84990,DebtCon,0,ProfExe,0,0,1,0,0,8,3,1,166.1793992,2,64,40.43670481
0,18900,101289,127485,HomeImp,1,Mgr,1,0,0,0,0,0,0,0,319.2508159,0,19,42.72323221
0,18900,52640,113391,DebtCon,0,ProfExe,0,0,1,0,0,16,0,0,257.5237966,0,19,27.79232371
0,18900,103130,120119,DebtCon,0,Other,0,0,0,0,0,7,0,0,292.7517427,1,19,30.68168891
0,18900,64290,87837,DebtCon,0,Other,0,0,0,0,0,2,0,0,309.005458,3,15,42.16835848
0,18900,82537,117610,DebtCon,0,Mgr,1,0,0,0,0,16,0,0,233.8485347,5,30,39.06489297
0,19000,52157,157459,DebtCon,0,ProfExe,0,0,1,0,0,19,0,0,248.7235332,0,28,21.92019846
0,19000,62356,92299,DebtCon,0,Office,0,1,0,0,0,0,0,0,60.29414318,0,23,34.8169595
0,19000,172108,195892,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,276.7633406,0,38,24.4756899
0,19000,130291,168187,DebtCon,0,Office,0,1,0,0,0,3,0,0,140.6893429,0,20,24.78815021
0,19000,167104,200184,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,256.6483436,0,38,23.66867849
0,19000,22236,169461,HomeImp,1,Self,0,0,0,0,1,7,0,0,296.0801937,0,27,27.64001806
0,19000,75673,100335,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,93.15954491,0,16,33.51848053
0,19000,107199,132723,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,91.37193169,0,13,31.44261162
1,19000,100670,122581,DebtCon,0,Mgr,1,0,0,0,0,10,0,,81.25254742,0,27,41.86363105
1,19000,24658,47027,HomeImp,1,Mgr,1,0,0,0,0,19,0,0,159.1052252,4,31,53.54819585
0,19000,105729,172555,DebtCon,0,Office,0,1,0,0,0,6,0,0,216.4390359,4,23,41.04674812
0,19000,42488,65636,DebtCon,0,Other,0,0,0,0,0,7,0,0,90.67644435,3,14,42.22671648
0,19100,51994,66467,DebtCon,0,Other,0,0,0,0,0,7,0,0,100.1818877,3,15,41.15508261
0,19100,31442,57151,DebtCon,0,Other,0,0,0,0,0,16,0,0,100.0326359,1,17,39.90704163
0,19100,105111,176829,DebtCon,0,Office,0,1,0,0,0,6,0,0,211.4003375,4,24,41.41312385
0,19100,46406,64413,DebtCon,0,Other,0,0,0,0,0,16,0,0,285.7252577,0,22,30.77453617
0,19100,129111,197592,HomeImp,1,ProfExe,0,0,1,0,0,12,0,0,207.1551738,0,21,36.14177784
0,19100,48730,115967,DebtCon,0,ProfExe,0,0,1,0,0,15,0,0,264.9150843,0,19,25.40820478
0,19100,58453,76731,DebtCon,0,Other,0,0,0,0,0,15,1,0,203.1410764,1,21,36.22872963
0,19100,22094,61820,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,201.1354777,0,13,28.8888762
0,19100,73217,93033,DebtCon,0,Other,0,0,0,0,0,1,2,1,113.6945661,2,26,36.38416382
0,19200,68902,98737,DebtCon,0,Office,0,1,0,0,0,1,0,0,166.8165741,4,19,33.03507598
0,19200,54483,81690,DebtCon,0,Other,0,0,0,0,0,16,0,0,198.7025164,0,21,37.74942653
0,19200,73339,95426,DebtCon,0,Office,0,1,0,0,0,1,0,0,169.9797497,4,19,33.29929576
0,19200,83591,109772,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,101.498812,1,25,37.07704153
0,19200,96401,115545,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,128.7145138,1,20,22.18728999
0,19200,62215,76573,DebtCon,0,Other,0,0,0,0,0,18,0,0,199.8756458,1,21,36.02366277
0,19200,57728,96552,DebtCon,0,Office,0,1,0,0,0,0,0,0,80.60236311,0,23,37.50810314
0,19200,24430,128837,DebtCon,0,Other,0,0,0,0,0,9,0,0,355.7984125,1,10,41.14774922
0,19200,31307,60202,DebtCon,0,ProfExe,0,0,1,0,0,18,0,0,170.5812991,1,20,35.60054495
0,19300,83141,112096,DebtCon,0,Mgr,1,0,0,0,0,15,0,0,255.788289,5,31,35.514488
0,19300,84425,119351,DebtCon,0,Mgr,1,0,0,0,0,15,0,0,238.6686971,4,31,38.29827816
0,19300,50554,76140,DebtCon,0,Mgr,1,0,0,0,0,9,2,0,78.27662528,3,27,36.02690437
0,19300,73668,89061,DebtCon,0,Other,0,0,0,0,0,0,2,1,113.4535612,2,25,33.49881538
0,19300,31950,53814,DebtCon,0,ProfExe,0,0,1,0,0,17,0,0,178.4596372,1,20,37.13471233
1,19300,27747,43740,DebtCon,0,Office,0,1,0,0,0,7,1,0,167.6579808,1,16,35.08607055
0,19300,76807,103026,HomeImp,1,Mgr,1,0,0,0,0,13,0,0,169.2487527,0,27,34.87635872
0,19300,99714,126965,HomeImp,1,Mgr,1,0,0,0,0,0,0,1,301.753574,1,20,43.29094169
0,19300,39926,101208,HomeImp,1,Other,0,0,0,0,0,4,0,0,140.0516383,0,14,31.54569415
0,19300,33970,102792,HomeImp,1,Other,0,0,0,0,0,6,0,0,145.0202453,0,14,31.87421747
0,19300,98769,121140,HomeImp,1,Mgr,1,0,0,0,0,0,0,1,313.9245154,0,20,43.08554305
0,19300,91004,116827,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,163.2821181,1,20,20.20603258
0,19300,51580,83518,DebtCon,0,Other,0,0,0,0,0,13,0,0,89.525932,0,9,7.148413213
1,19300,96454,157809,DebtCon,0,Other,0,0,0,0,0,3,0,0,1168.233561,0,0,40.20613826
0,19300,72752,106084,DebtCon,0,Office,0,1,0,0,0,11,0,0,193.7070998,1,13,30.68610563
0,19400,39928,106271,HomeImp,1,Other,0,0,0,0,0,6,0,0,129.1782772,0,14,31.92215492
0,19400,167450,200902,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,264.6979824,1,37,25.63079874
0,19400,51360,76100,DebtCon,0,Office,0,1,0,0,0,1,0,0,222.8321181,0,11,36.2633362
0,19400,39334,103578,HomeImp,1,Other,0,0,0,0,0,6,0,0,127.5305161,0,15,31.36762719
0,19400,109812,172705,DebtCon,0,Office,0,1,0,0,0,5,0,0,204.1054149,3,23,43.33840721
0,19400,110745,173474,DebtCon,0,Office,0,1,0,0,0,6,0,0,217.4067053,4,23,42.22040715
0,19400,52677,80424,DebtCon,0,Mgr,1,0,0,0,0,9,2,0,65.84753037,2,28,34.9508231
1,19500,100077,122352,DebtCon,0,Office,0,1,0,0,0,3,0,0,58.86102746,0,9,38.12151833
0,19500,92663,152627,HomeImp,1,ProfExe,0,0,1,0,0,3,0,0,106.7126279,0,16,35.3676568
0,19500,98718,122659,HomeImp,1,Mgr,1,0,0,0,0,0,0,1,324.2570838,0,20,42.54602091
0,19500,88909,140092,DebtCon,0,Mgr,1,0,0,0,0,13,0,0,163.5625044,1,25,33.00501666
0,19500,8861,170687,HomeImp,1,Mgr,1,0,0,0,0,23,0,0,76.78849548,2,20,31.58400286
0,19500,52080,89913,DebtCon,0,Other,0,0,0,0,0,12,0,0,110.7603066,0,9,4.337283357
0,19500,48835,72566,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,191.2753966,1,42,39.61242564
0,19500,100446,121516,HomeImp,1,Mgr,1,0,0,0,0,0,0,0,306.1111041,1,20,43.02182338
1,19600,117646,149975,DebtCon,0,Other,0,0,0,0,0,4,0,0,114.2136149,1,12,31.22280265
0,19600,55169,86203,DebtCon,0,Other,0,0,0,0,0,18,0,0,223.6033292,1,22,33.7552728
0,19600,33284,61824,DebtCon,0,Other,0,0,0,0,0,14,0,0,119.4730729,1,17,37.78452367
0,19600,49984,84519,DebtCon,0,Other,0,0,0,0,0,12,0,0,92.81133323,0,10,7.614065422
0,19600,85984,112721,DebtCon,0,Mgr,1,0,0,0,0,18,0,0,239.1377941,4,31,36.03118029
0,19700,33529,61209,DebtCon,0,Other,0,0,0,0,0,17,0,0,112.1587412,0,18,40.72529612
0,19700,49793,113200,DebtCon,0,ProfExe,0,0,1,0,0,16,0,0,251.1041979,0,19,25.03374576
1,19700,62351,84624,DebtCon,0,Mgr,1,0,0,0,0,0,1,0,88.12651678,1,22,54.24133474
0,19700,93040,113362,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,135.8138569,3,21,19.70439447
0,19700,23921,134867,DebtCon,0,Other,0,0,0,0,0,9,0,0,374.1271833,0,10,38.8656552
0,19700,60999,89841,DebtCon,0,Office,0,1,0,0,0,0,0,0,82.10388101,0,22,36.27999035
0,19700,105135,147353,DebtCon,0,Office,0,1,0,0,0,11,0,2,225.6961276,0,24,43.00965053
0,19700,70709,97394,DebtCon,0,Mgr,1,0,0,0,0,0,0,0,94.86046638,0,17,25.55670764
1,19700,139534,172125,DebtCon,0,Other,0,0,0,0,0,0,0,0,101.9435185,6,17,32.76108398
0,19700,19349,133226,DebtCon,0,Other,0,0,0,0,0,9,0,0,342.3163573,1,9,40.14790835
0,19800,73557,95770,DebtCon,0,Mgr,1,0,0,0,0,0,0,0,70.02915918,0,17,25.59661737
0,19800,56745,83146,DebtCon,0,Other,0,0,0,0,0,11,0,0,85.25361922,0,10,7.862193632
0,19800,51454,68073,HomeImp,1,Office,0,1,0,0,0,1,0,0,130.9747908,0,17,32.30494412
0,19800,99137,121781,HomeImp,1,Mgr,1,0,0,0,0,4,0,1,302.1278732,1,20,39.51062834
0,19800,13830,85587,DebtCon,0,Other,0,0,0,0,0,20,0,0,229.5182951,3,40,35.31106586
0,19800,65021,95188,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,73.0813375,0,16,27.44254252
0,19800,69174,95154,HomeImp,1,ProfExe,0,0,1,0,0,6,0,0,59.45925619,0,16,31.25482163
0,19900,90966,154351,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,103.9754422,0,17,35.40591994
0,19900,168732,224270,DebtCon,0,Office,0,1,0,0,0,12,0,0,217.6372546,0,32,41.5493313
0,19900,96435,130019,DebtCon,0,Office,0,1,0,0,0,27,0,0,274.2825562,3,16,32.46920265
0,19900,132878,199172,HomeImp,1,ProfExe,0,0,1,0,0,14,0,0,197.923806,0,22,35.33060397
0,19900,25589,90051,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,138.9905144,0,20,30.27109245
0,19900,170947,222227,DebtCon,0,Office,0,1,0,0,0,13,0,0,220.0164639,1,31,42.23579636
0,19900,68830,107598,DebtCon,0,Office,0,1,0,0,0,10,0,0,202.9341954,2,13,30.95751627
0,19900,74193,94078,HomeImp,1,ProfExe,0,0,1,0,0,7,0,0,81.4143517,0,15,32.03355046
0,19900,78142,102085,HomeImp,1,Mgr,1,0,0,0,0,12,0,0,160.3670328,0,27,34.09975711
0,20000,38955,80680,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,295.3007793,0,18,40.39095601
0,20000,9647,31920,DebtCon,0,Other,0,0,0,0,0,0,1,0,24.68623145,1,3,28.94036033
0,20000,43087,61438,DebtCon,0,Other,0,0,0,0,0,14,0,0,276.5624153,0,20,29.29517878
0,20000,170706,224233,DebtCon,0,Office,0,1,0,0,0,11,0,0,207.0346845,0,32,41.10248922
0,20000,46775,70236,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,179.0823743,1,41,40.43069541
0,20000,27782,58313,DebtCon,0,ProfExe,0,0,1,0,0,16,0,0,185.1706372,1,20,38.68480699
0,20000,22036,51068,DebtCon,0,Other,0,0,0,0,0,25,0,2,210.7198667,0,25,29.16004451
0,20000,28440,91704,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,143.6374388,0,20,30.20689334
0,20000,9722,173518,HomeImp,1,Mgr,1,0,0,0,0,21,0,0,89.21195484,2,20,31.12087741
0,20100,78915,119400,DebtCon,0,Mgr,1,0,0,0,0,18,0,0,232.8267062,4,30,36.64867972
0,20100,74013,106578,HomeImp,1,Mgr,1,0,0,0,0,13,1,0,164.4458113,0,27,33.91624415
0,20100,20153,94279,DebtCon,0,Other,0,0,0,0,0,21,0,0,227.1825172,2,40,36.6966301
1,20100,16755,29412,HomeImp,1,Other,0,0,0,0,0,3,1,0,62.0501108,2,21,58.1321829
0,20100,62661,87329,DebtCon,0,Other,0,0,0,0,0,18,0,0,198.3413433,0,22,32.83817817
0,20100,54257,68830,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,201.0564204,0,41,37.18018131
0,20100,59726,79982,DebtCon,0,Mgr,1,0,0,0,0,8,1,0,74.21075866,2,28,36.84692179
0,20100,104183,139637,HomeImp,1,ProfExe,0,0,1,0,0,10,0,0,162.0041808,1,23,34.62420281
0,20100,72775,102308,DebtCon,0,Office,0,1,0,0,0,8,0,0,206.4788452,2,13,32.78297142
0,20100,171132,201214,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,250.9230696,0,38,25.96553266
0,20100,137009,286955,HomeImp,1,Mgr,1,0,0,0,0,3,0,0,196.9841162,0,14,30.08535009
0,20100,84965,110676,DebtCon,0,Mgr,1,0,0,0,0,18,0,0,244.02973,5,30,38.62783022
0,20200,105278,180304,DebtCon,0,Office,0,1,0,0,0,6,0,0,218.6578187,3,24,41.80676309
0,20200,88020,139200,DebtCon,0,Other,0,0,0,0,0,10,0,0,99.04640244,3,15,39.91695729
0,20200,25956,92553,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,156.2693203,0,21,28.2904395
0,20200,61303,97780,HomeImp,1,ProfExe,0,0,1,0,0,17,0,1,632.1031857,1,24,20.73703901
0,20200,51588,121752,DebtCon,0,ProfExe,0,0,1,0,0,14,0,0,253.2489667,0,20,26.43068063
0,20200,45088,65211,DebtCon,0,Office,0,1,0,0,0,10,0,2,118.5696695,1,22,43.45451215
0,20200,61477,98143,DebtCon,0,Office,0,1,0,0,0,1,0,0,156.9290889,0,21,36.09986835
0,20200,51449,69060,DebtCon,0,Office,0,1,0,0,0,2,0,0,216.218081,0,12,33.33358202
0,20200,34676,62987,DebtCon,0,Other,0,0,0,0,0,1,0,0,112.7990866,0,17,22.09304595
0,20200,59347,97816,HomeImp,1,ProfExe,0,0,1,0,0,18,0,0,618.7358902,1,24,21.66864227
0,20200,41479,70102,DebtCon,0,Office,0,1,0,0,0,5,0,0,172.9117149,2,26,33.83467117
1,20200,82181,119535,DebtCon,0,Office,0,1,0,0,0,41,0,0,105.2192968,3,28,52.73486061
0,20200,130401,171686,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,178.9425448,0,38,20.32713791
0,20300,59809,107994,DebtCon,0,ProfExe,0,0,1,0,0,15,0,3,263.9912932,0,36,26.50856379
0,20300,71387,107363,HomeImp,1,Other,0,0,0,0,0,4,0,0,219.8747302,0,13,29.5672214
0,20300,82996,118224,DebtCon,0,Other,0,0,0,0,0,11,0,0,287.6116049,1,16,34.18708305
0,20300,21281,90551,DebtCon,0,Other,0,0,0,0,0,22,0,0,219.0882238,2,41,37.15549756
1,20300,63803,89079,DebtCon,0,ProfExe,0,0,1,0,0,21,0,4,323.8085733,4,28,45.8759169
1,20300,77325,133075,DebtCon,0,Office,0,1,0,0,0,19,1,0,166.1260891,4,21,40.73602194
1,20300,180254,220843,HomeImp,1,ProfExe,0,0,1,0,0,11,0,0,217.1281672,0,25,41.56310065
1,20300,66667,92158,DebtCon,0,ProfExe,0,0,1,0,0,9,3,1,174.8921056,2,64,40.545681
0,20300,13838,30813,DebtCon,0,Other,0,0,0,0,0,0,0,0,39.64588729,1,3,29.98518301
0,20400,173975,219297,DebtCon,0,Office,0,1,0,0,0,12,0,0,198.5572405,0,32,40.7848993
0,20400,29985,54038,DebtCon,0,ProfExe,0,0,1,0,0,15,0,0,177.5936728,1,20,35.55430368
0,20400,86559,123114,DebtCon,0,Other,0,0,0,0,0,9,0,0,280.7932257,2,16,34.43917111
0,20400,99781,128452,DebtCon,0,Office,0,1,0,0,0,23,0,0,265.9508455,2,16,33.79937887
0,20400,44746,63433,DebtCon,0,Office,0,1,0,0,0,5,0,0,176.3284966,2,26,36.67687831
1,20400,19265,43962,DebtCon,0,Office,0,1,0,0,0,5,2,0,177.9047071,1,15,35.40463887
0,20400,68928,98587,HomeImp,1,Office,0,1,0,0,0,13,0,0,153.5781354,0,13,36.17609184
0,20400,38267,68684,DebtCon,0,Office,0,1,0,0,0,12,0,1,121.4533629,0,22,42.20643322
0,20400,81823,114832,DebtCon,0,Mgr,1,0,0,0,0,18,0,0,234.3920415,4,31,35.20581884
0,20400,132443,204082,HomeImp,1,ProfExe,0,0,1,0,0,13,0,0,187.0186916,0,22,36.82188744
